Symbol,Name,Market Cap,Sector,Industry,Beta,Price,Dividend,Volume,Exchange,Exchange Code,Country,isFund
FTNT,"Fortinet, Inc.",62623017960.0,Technology,Software - Infrastructure,0.997,81.87,0.0,1814231,NASDAQ Global Select,NASDAQ,US,False
DASH,"DoorDash, Inc.",62611894447.0,Communication Services,Internet Content & Information,1.6960000000000002,152.14,0.0,1071017,NASDAQ Global Select,NASDAQ,US,False
ADSK,"Autodesk, Inc.",62455350000.0,Technology,Software - Application,1.478,290.49,0.0,622086,NASDAQ Global Select,NASDAQ,US,False
VWNAX,Vanguard Windsor II Fund Admiral Shares,62415998964.0,Financial Services,Asset Management,0.92,88.51,1.428999999999999,0,NASDAQ,NASDAQ,,True
VWNFX,Vanguard Windsor II Fund,62415998943.0,Financial Services,Asset Management,0.92,49.89,0.387,0,NASDAQ,NASDAQ,,True
VMW,"VMware, Inc.",61521441480.0,Technology,Software - Infrastructure,0.8250000000000001,142.48,0.0,1787198,New York Stock Exchange,NYSE,US,False
DHI,"D.R. Horton, Inc.",61150432200.0,Consumer Cyclical,Residential Construction,1.7269999999999999,187.555,1.2,946668,New York Stock Exchange,NYSE,US,False
MEIKX,MFS Value Fund Class R6,61044658169.0,Financial Services,Asset Management,0.8,54.76,0.482,0,NASDAQ,NASDAQ,US,True
MEIAX,MFS Series Trust I - MFS Value Fund Class A,61044658140.0,Financial Services,Asset Management,0.8,54.79,0.386,0,NASDAQ,NASDAQ,US,True
MEIIX,MFS Value Fund Class I,61044658129.0,Financial Services,Asset Management,0.8,55.19,0.452999999999999,0,NASDAQ,NASDAQ,,True
SCHD,Schwab U.S. Dividend Equity ETF,60931355544.0,Financial Services,Asset Management,0.77,28.505,2.0296,8085421,New York Stock Exchange Arca,AMEX,US,False
JD,"JD.com, Inc.",60893671853.0,Consumer Cyclical,Specialty Retail,0.422,39.675,0.76,5731125,NASDAQ Global Select,NASDAQ,CN,False
SLB,Schlumberger Limited,60754953600.0,Energy,Oil & Gas Equipment & Services,1.525,42.79,1.1,8413850,New York Stock Exchange,NYSE,US,False
ITUB,Itaú Unibanco Holding S.A.,60294306269.0,Financial Services,Banks - Regional,0.555,6.155,0.17,7936400,New York Stock Exchange,NYSE,BR,False
DG.PA,Vinci SA,60279706193.0,Industrials,Engineering & Construction,0.99,105.4,4.5,705453,Paris,EURONEXT,FR,False
FXNAX,Fidelity U.S. Bond Index Fund,60037902334.0,Financial Services,Asset Management - Bonds,1.0,10.47,0.313,0,NASDAQ,NASDAQ,US,True
IWD,iShares Russell 1000 Value ETF,59946357055.0,Financial Services,Asset Management,0.87,191.99,3.45374,570505,New York Stock Exchange Arca,AMEX,US,False
COF,Capital One Financial Corporation,59733734080.0,Financial Services,Financial - Credit Services,1.446,156.43,2.4,1210186,New York Stock Exchange,NYSE,US,False
AEM.TO,Agnico Eagle Mines Limited,59698469587.0,Basic Materials,Gold,1.098,119.83,2.17,730770,Toronto Stock Exchange,TSX,CA,False
ROP,"Roper Technologies, Inc.",59528140695.0,Industrials,Industrial - Machinery,1.021,555.305,3.0,124039,NASDAQ Global Select,NASDAQ,US,False
VEIPX,Vanguard Equity Income Fund,59524947957.0,Financial Services,Asset Management - Income,0.75,46.48,0.978,0,NASDAQ,NASDAQ,US,True
VEIRX,Vanguard Equity-Income Fund Admiral Shares,59524947935.0,Financial Services,Asset Management - Income,0.75,97.41,2.107,0,NASDAQ,NASDAQ,US,True
MET,"MetLife, Inc.",59499612000.0,Financial Services,Insurance - Life,1.031,84.96,2.18,864620,New York Stock Exchange,NYSE,US,False
VWA.BR,Volkswagen AG,59355246500.0,Consumer Cyclical,Auto - Manufacturers,1.249249,125.0,8.7,136,Brussels,EURONEXT,DE,False
VWAP.BR,Volkswagen AG,59355164590.0,Consumer Cyclical,Auto - Manufacturers,1.249249,108.36,8.76,123,Brussels,EURONEXT,DE,False
VBIRX,Vanguard Short-Term Bond Index Fund Admiral Shares,59339706360.0,Financial Services,Asset Management - Bonds,0.41000000000000003,10.22,0.268999999999999,0,NASDAQ,NASDAQ,,True
BSV,Vanguard Short-Term Bond Index Fund,59233226490.0,Financial Services,Asset Management,0.41000000000000003,77.88,2.474299999999999,967756,New York Stock Exchange Arca,AMEX,US,True
TRV,"The Travelers Companies, Inc.",58875107460.0,Financial Services,Insurance - Property & Casualty,0.63,259.34,4.2,642577,New York Stock Exchange,NYSE,US,False
CCZ,Comcast Holdings Corp.,58491698389.0,Communication Services,Broadcasting,0.07425066,61.75,2.0745783700000002,7485,New York Stock Exchange,NYSE,US,False
CM,Canadian Imperial Bank of Commerce,58387047765.0,Financial Services,Banks - Diversified,1.123,62.295,2.66,357085,New York Stock Exchange,NYSE,CA,False
PSA,Public Storage,58362377370.0,Real Estate,REIT - Industrial,0.672,333.465,12.0,280449,New York Stock Exchange,NYSE,US,False
HLT,Hilton Worldwide Holdings Inc.,58342824385.0,Consumer Cyclical,Travel Lodging,1.311,236.755,0.6000000000000001,613456,New York Stock Exchange,NYSE,US,False
NXPI,NXP Semiconductors N.V.,58262531760.0,Technology,Semiconductors,1.4929999999999999,228.72,4.06,661687,NASDAQ Global Select,NASDAQ,NL,False
TTD,"The Trade Desk, Inc.",58141206953.0,Technology,Software - Application,1.482,117.955,0.0,902623,NASDAQ Global Market,NASDAQ,US,False
VBIAX,Vanguard Balanced Index Fund Admiral Shares,58070994910.0,Financial Services,Asset Management,1.01,50.19,0.512,0,NASDAQ,NASDAQ,US,True
VBINX,Vanguard Balanced Index Fund,58070994895.0,Financial Services,Asset Management,1.01,50.2,0.487,0,NASDAQ,NASDAQ,US,True
VBAIX,Vanguard Balanced Index Fund Institutional Shares,58070994895.0,Financial Services,Asset Management,1.01,50.2,0.515,0,NASDAQ,NASDAQ,US,True
TLT,iShares 20+ Year Treasury Bond ETF,58026079993.0,Financial Services,Asset Management - Bonds,2.12,92.46,3.6540600000000003,24581816,NASDAQ Global Market,NASDAQ,US,False
SANTA.BR,"Banco Santander, S.A.",57971445627.0,Financial Services,Banks - Diversified,1.334084,3.582,0.16,4727,Brussels,EURONEXT,ES,False
SLB.PA,Schlumberger Limited,57645504000.0,Energy,Oil & Gas Equipment & Services,1.566,40.6,1.01,2549,Paris,EURONEXT,US,False
PCAR,PACCAR Inc,57601513360.0,Industrials,Agricultural - Machinery,0.901,109.88,1.2,1165987,NASDAQ Global Select,NASDAQ,US,False
FEGRX,First Eagle Global Fund Class R6,57580445679.0,Financial Services,Asset Management - Global,1.02,75.42,1.011,0,NASDAQ,NASDAQ,,True
FESGX,First Eagle Global Fund Class C,57580445652.0,Financial Services,Asset Management - Global,1.02,71.12,0.31,0,NASDAQ,NASDAQ,US,True
SGENX,First Eagle Global Fund,57580445639.0,Financial Services,Asset Management - Global,1.02,74.8,0.8140000000000001,0,NASDAQ,NASDAQ,US,True
IMO.TO,Imperial Oil Limited,57232749970.0,Energy,Oil & Gas Integrated,1.776,106.81,2.4,375233,Toronto Stock Exchange,TSX,CA,False
TFC,Truist Financial Corporation,56967015600.0,Financial Services,Banks - Regional,1.038,42.54,2.08,3583249,New York Stock Exchange,NYSE,US,False
SPG,"Simon Property Group, Inc.",56873545400.0,Real Estate,REIT - Retail,1.768,174.44,8.2,376968,New York Stock Exchange,NYSE,US,False
SE,Sea Limited,56687359481.0,Consumer Cyclical,Specialty Retail,1.5190000000000001,98.7,0.0,1553158,New York Stock Exchange,NYSE,SG,False
OKE,"ONEOK, Inc.",56588009490.0,Energy,Oil & Gas Midstream,1.631,96.885,3.96,730622,New York Stock Exchange,NYSE,US,False
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",56491514403.0,Financial Services,Banks - Diversified,1.464,9.8207,0.75,517879,New York Stock Exchange,NYSE,ES,False
NSC,Norfolk Southern Corporation,56275294400.0,Industrials,Railroads,1.305,248.9,5.4,567505,New York Stock Exchange,NYSE,US,False
ET,Energy Transfer LP,56039016250.0,Energy,Oil & Gas Midstream,1.645,16.375,1.28,6574786,New York Stock Exchange,NYSE,US,False
O,Realty Income Corporation,55709425960.0,Real Estate,REIT - Retail,0.993,63.97,3.16,1848189,New York Stock Exchange,NYSE,US,False
ING,ING Groep N.V.,55673900800.0,Financial Services,Banks - Diversified,1.58,17.185,1.2,1499176,New York Stock Exchange,NYSE,NL,False
VTTWX,Vanguard Institutional Target Retirement 2030 Fund Institutional Shares,55447125990.0,Financial Services,Asset Management,1.09,28.83,0.0,0,NASDAQ,NASDAQ,US,True
FSPSX,Fidelity Concord Street Trust - Fidelity International Index Fund,55443312596.0,Financial Services,Asset Management,1.06,52.26,1.5,0,NASDAQ,NASDAQ,US,True
VFSUX,Vanguard Short-Term Investment-Grade Fund Admiral Shares,55242170360.0,Financial Services,Asset Management - Leveraged,0.47000000000000003,10.4,0.337,0,NASDAQ,NASDAQ,US,True
VFSTX,Vanguard Short-Term Investment Grade Fund Investor Shrs,55242170360.0,Financial Services,Asset Management - Leveraged,0.47000000000000003,10.4,0.328,0,NASDAQ,NASDAQ,US,True
BK,The Bank of New York Mellon Corporation,55228844880.0,Financial Services,Asset Management,1.069,75.96,1.88,974608,New York Stock Exchange,NYSE,US,False
KMI,"Kinder Morgan, Inc.",55046899050.0,Energy,Oil & Gas Midstream,0.921,24.765,1.15,5186753,New York Stock Exchange,NYSE,US,False
URI,"United Rentals, Inc.",55038295980.0,Industrials,Rental & Leasing Services,1.683,832.2,6.52,175791,New York Stock Exchange,NYSE,US,False
VDIGX,Vanguard Dividend Growth Fund Investor Shares,55038001127.0,Financial Services,Asset Management,0.72,42.21,0.673,0,NASDAQ,NASDAQ,US,True
GM,General Motors Company,54977221152.0,Consumer Cyclical,Auto - Manufacturers,1.432,48.9156,0.48,6204605,New York Stock Exchange,NYSE,US,False
PSX,Phillips 66,54914159955.0,Energy,Oil & Gas Refining & Marketing,1.318,131.195,4.6,548197,New York Stock Exchange,NYSE,US,False
GWW,"W.W. Grainger, Inc.",54795618339.0,Industrials,Industrial - Distribution,1.16,1122.27,8.2,71710,New York Stock Exchange,NYSE,US,False
AZO,"AutoZone, Inc.",54792397688.0,Consumer Cyclical,Specialty Retail,0.707,3207.46,0.0,45837,New York Stock Exchange,NYSE,US,False
VUSA.AS,Vanguard S&P 500 UCITS ETF,54253642826.0,Financial Services,Asset Management,0.8712900000000001,102.078,1.03024,80662,Amsterdam,EURONEXT,US,False
SREA,SEMPRA ENERGY,54228422041.0,Utilities,Regulated Electric,0.54686785,24.8,1.4375200000000001,15004,New York Stock Exchange,NYSE,US,False
DLR,"Digital Realty Trust, Inc.",54102375873.0,Real Estate,REIT - Office,0.622,165.243,4.88,635884,New York Stock Exchange,NYSE,US,False
VTAPX,Vanguard Short-Term Inflation-Protected Securities Index Fd Admiral Cl,54073929706.0,Financial Services,Asset Management - Leveraged,0.30000000000000004,24.54,0.7050000000000001,0,NASDAQ,NASDAQ,,True
MFG,"Mizuho Financial Group, Inc.",54057095770.0,Financial Services,Banks - Regional,0.425,4.265,0.14,523342,New York Stock Exchange,NYSE,JP,False
IVW,iShares S&P 500 Growth ETF,54020260454.0,Financial Services,Asset Management,1.12,97.7,0.515479,700818,New York Stock Exchange Arca,AMEX,US,False
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,54007608460.0,Financial Services,Asset Management - Leveraged,0.29,48.86,1.416,441825,NASDAQ Global Market,NASDAQ,US,True
FANG,"Diamondback Energy, Inc.",53890810120.0,Energy,Oil & Gas Exploration & Production,1.876,182.84,10.76,611676,NASDAQ Global Select,NASDAQ,US,False
VTWAX,Vanguard Total World Stock Index Fund Admiral Shares,53856653310.0,Financial Services,Asset Management,1.02,42.7,0.775,0,NASDAQ,NASDAQ,,True
VTWIX,Vanguard Total World Stock Index I,53856653123.0,,,1.02,246.15,4.506,0,Nasdaq,NASDAQ,,True
SRE,Sempra,53602140360.0,Utilities,Diversified Utilities,0.759,84.66,2.48,1291859,New York Stock Exchange,NYSE,US,False
VT,Vanguard Total World Stock Index Fund,53555041689.0,Financial Services,Asset Management,1.02,119.855,2.2173,695582,New York Stock Exchange Arca,AMEX,US,True
L-PB.TO,Loblaw Companies Limited,53514494147.0,Consumer Defensive,Grocery Stores,0.169,23.25,1.33,2596,Toronto Stock Exchange,TSX,CA,False
AEP,"American Electric Power Company, Inc.",53419526800.0,Utilities,Regulated Electric,0.534,100.39,3.52,859237,NASDAQ Global Select,NASDAQ,US,False
L.TO,Loblaw Companies Limited,53375516250.0,Consumer Defensive,Grocery Stores,0.169,174.93,2.05,102356,Toronto Stock Exchange,TSX,CA,False
MFC,Manulife Financial Corporation,53311635200.0,Financial Services,Insurance - Life,1.058,29.98,1.18,410225,New York Stock Exchange,NYSE,CA,False
VICSX,Vanguard IT Corporate Bond Index Fund Admiral Shs,53279784959.0,Financial Services,Asset Management - Bonds,1.19,22.28,0.85,0,NASDAQ,NASDAQ,,True
CEO,CNOOC Limited,53212528549.0,Energy,Oil & Gas Exploration & Production,0.0,121.76,93.57789200000002,96500,New York Stock Exchange,NYSE,HK,False
MNST,Monster Beverage Corporation,52993330400.0,Consumer Defensive,Beverages - Non-Alcoholic,0.741,54.1,0.0,2121933,NASDAQ Global Select,NASDAQ,US,False
VCIT,Vanguard Intermediate-Term Corporate Bond Index Fund,52950498773.0,Financial Services,Asset Management - Bonds,1.18,82.01,3.4396,4180754,NASDAQ Global Market,NASDAQ,US,True
COIN,"Coinbase Global, Inc.",52843755862.0,Technology,Software - Application,3.352,212.67,0.0,9075272,NASDAQ Global Select,NASDAQ,US,False
APP,AppLovin Corporation,52736007435.0,Technology,Software - Application,1.92,157.7748,0.0,3789329,NASDAQ Global Select,NASDAQ,US,False
AEH,Aegon N.V. PRP CP SEC 6.375,52474613743.0,,,0.0,25.67,0.0,162310,New York Stock Exchange,NYSE,,False
MPC,Marathon Petroleum Corporation,52337883920.0,Energy,Oil & Gas Refining & Marketing,1.358,156.38,3.3,828453,New York Stock Exchange,NYSE,US,False
AMX,"América Móvil, S.A.B. de C.V.",52313131250.0,Communication Services,Telecommunications Services,0.299,16.825,0.51,504069,New York Stock Exchange,NYSE,MX,False
AED,Aegon N.V. PERP CAP SECS,52167983081.0,,,0.0,25.52,0.0,32686,New York Stock Exchange,NYSE,,False
VFFVX,Vanguard Target Retirement 2055 Fund,52015751129.0,Financial Services,Asset Management,1.23,57.96,1.083,0,NASDAQ,NASDAQ,US,True
VWIAX,Vanguard Wellesley Income Fund,51926511565.0,Financial Services,Asset Management - Income,0.76,63.82,1.734,0,NASDAQ Capital Market,NASDAQ,US,True
MEURV.BR,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,51650757200.0,Financial Services,Insurance - Reinsurance,0.848723,379.4,11.6,5,Brussels,EURONEXT,DE,False
INGA.AS,ING Groep N.V.,51439639040.0,Financial Services,Banks - Diversified,1.58,15.878,1.11,6005204,Amsterdam,EURONEXT,NL,False
JCI,Johnson Controls International plc,51427057790.0,Industrials,Construction,1.302,76.985,1.48,677174,New York Stock Exchange,NYSE,IE,False
RCL,Royal Caribbean Cruises Ltd.,51391328800.0,Consumer Cyclical,Travel Services,2.622,199.64,1.6,565626,New York Stock Exchange,NYSE,US,False
AMP,"Ameriprise Financial, Inc.",51207370824.0,Financial Services,Asset Management,1.346,521.52,5.92,111495,New York Stock Exchange,NYSE,US,False
AEB,Aegon N.V. PERP CAP FLTG RT,51125440499.0,Financial Services,Insurance - Diversified,0.0,25.01,0.0,2772,New York Stock Exchange,NYSE,SE,False
ALL,The Allstate Corporation,50986317100.0,Financial Services,Insurance - Property & Casualty,0.47600000000000003,193.1,3.68,434573,New York Stock Exchange,NYSE,US,False
CPRT,"Copart, Inc.",50967515170.0,Consumer Cyclical,Auto - Dealerships,1.2690000000000001,52.91,0.0,2346992,NASDAQ Global Select,NASDAQ,US,False
PAYX,"Paychex, Inc.",50770810860.0,Industrials,Staffing & Employment Services,0.993,141.07,3.92,355050,NASDAQ Global Select,NASDAQ,US,False
ABX.TO,Barrick Gold Corporation,50715242550.0,Basic Materials,Gold,0.48,28.935,0.54,1885172,Toronto Stock Exchange,TSX,CA,False
FAETX,American Funds 2030 Target Date Retirement Fd Cl F-1,50537820144.0,Financial Services,Asset Management,0.96,17.99,0.314,0,NASDAQ,NASDAQ,,True
RFETX,American Funds 2030 Target Date Retirement Fund,50537820143.0,Financial Services,Asset Management,0.96,18.3,0.373,0,NASDAQ,NASDAQ,,True
NTES,"NetEase, Inc.",50361903686.0,Technology,Electronic Gaming & Multimedia,0.548,80.89,2.5,792118,NASDAQ Global Select,NASDAQ,CN,False
KDP,Keurig Dr Pepper Inc.,50331280350.0,Consumer Defensive,Beverages - Non-Alcoholic,0.619,37.115,0.92,4226620,NASDAQ Global Select,NASDAQ,US,False
D,"Dominion Energy, Inc.",50315306550.0,Utilities,Regulated Electric,0.603,59.975,2.67,1688803,New York Stock Exchange,NYSE,US,False
QUAL,iShares MSCI USA Quality Factor ETF,50261452134.0,Financial Services,Asset Management,1.05,181.9392,1.808652,364266,New York Stock Exchange Arca,AMEX,US,False
PTTRX,PIMCO Total Return Fund Institutional Class,50146283513.0,Financial Services,Asset Management,1.02,8.71,0.31,0,NASDAQ,NASDAQ,US,True
EDF.PA,Electricité de France S.A.,50023560192.0,Utilities,Diversified Utilities,0.8557049999999999,12.0,0.5700000000000001,239213,Paris,EURONEXT,FR,False
TEAM,Atlassian Corporation,49943581609.0,Technology,Software - Application,0.734,192.07,0.0,882108,NASDAQ Global Select,NASDAQ,AU,False
AIG,"American International Group, Inc.",49941619805.0,Financial Services,Insurance - Diversified,1.072,77.555,1.6,944701,New York Stock Exchange,NYSE,US,False
IAU,iShares Gold Trust,49830396437.0,Financial Services,Asset Management,0.16,51.3636,0.0,4439740,New York Stock Exchange Arca,AMEX,US,True
GSINX,Goldman Sachs GQG Partners International Opportunities Fund,49558802425.0,Financial Services,Asset Management,0.87,22.97,0.448,0,NASDAQ,NASDAQ,,True
GSIYX,Goldman Sachs GQG Partners International Opportunities Fund Class R6 Shares,49558802415.0,Financial Services,Asset Management,0.86,23.06,0.0,0,NASDAQ,NASDAQ,,True
STLA.PA,Stellantis N.V.,49485897723.0,Consumer Cyclical,Auto - Manufacturers,0.0,15.4,2.256677,3298959,Paris,EURONEXT,NL,False
FIS,"Fidelity National Information Services, Inc.",49409184790.0,Technology,Information Technology Services,1.086,90.565,1.6,1181824,New York Stock Exchange,NYSE,US,False
RFFTX,American Funds 2035 Trgt Date Retire R6,49267916787.0,Financial Services,Asset Management,1.06,20.24,0.357,0,Nasdaq,NASDAQ,,True
AAFTX,American Funds 2035 Target Date Retirement Fund,49267916781.0,Financial Services,Asset Management,1.06,20.08,0.302,0,NASDAQ,NASDAQ,,True
FAQTX,American Funds 2035 Target Date Retirement Fd Cl F-1,49267916780.0,Financial Services,Asset Management,1.06,19.92,0.298,0,NASDAQ,NASDAQ,,True
SU,Suncor Energy Inc.,49226362800.0,Energy,Oil & Gas Integrated,1.471,38.76,1.62,1287108,New York Stock Exchange,NYSE,CA,False
BAGIX,Baird Aggregate Bond Fund Institutional Class,49222774778.0,Financial Services,Asset Management - Bonds,1.01,9.93,0.28600000000000003,0,NASDAQ,NASDAQ,,True
BAGSX,Baird Aggregate Bond Fd Investor Class,49222774775.0,Financial Services,Asset Management - Bonds,1.01,10.33,0.268,0,NASDAQ,NASDAQ,,True
TRP,TC Energy Corporation,49114776600.0,Energy,Oil & Gas Midstream,0.8190000000000001,47.34,2.85,519033,New York Stock Exchange,NYSE,CA,False
HMC,"Honda Motor Co., Ltd.",49076266307.0,Consumer Cyclical,Auto - Manufacturers,0.515,30.53,1.34,476456,New York Stock Exchange,NYSE,JP,False
E,Eni S.p.A.,48992103591.0,Energy,Oil & Gas Integrated,1.012,30.8,2.1,186918,New York Stock Exchange,NYSE,IT,False
ROST,"Ross Stores, Inc.",48926748425.0,Consumer Cyclical,Apparel - Retail,1.091,147.475,1.47,803691,NASDAQ Global Select,NASDAQ,US,False
LEN,Lennar Corporation,48852013001.0,Consumer Cyclical,Residential Construction,1.608,181.595,2.0,667876,New York Stock Exchange,NYSE,US,False
WOBDX,JPMorgan Core Bond Fund,48818036728.0,Financial Services,Asset Management - Bonds,0.92,10.38,0.29700000000000004,0,NASDAQ,NASDAQ,US,True
JCBZX,JPMorgan Core Bond Fund Class R2,48818036728.0,Financial Services,Asset Management - Bonds,0.92,10.37,0.252,0,NASDAQ,NASDAQ,,True
JCBUX,JPMorgan Core Bond Fund,48818036727.0,,,0.92,10.39,0.37600000000000006,0,Nasdaq,NASDAQ,,True
LYG,Lloyds Banking Group plc,48788533630.0,Financial Services,Banks - Regional,1.234,3.185,0.15,3655689,New York Stock Exchange,NYSE,GB,False
VGHAX,Vanguard Health Care Fund Admiral Shares,48664424390.0,Financial Services,Asset Management,0.63,95.63,0.8,0,NASDAQ,NASDAQ,US,True
VGHCX,Vanguard Health Care Fund,48664424361.0,Financial Services,Asset Management,0.63,226.73,1.792,0,NASDAQ,NASDAQ,US,True
KMB,Kimberly-Clark Corporation,48654705840.0,Consumer Defensive,Household & Personal Products,0.402,144.46,4.88,1148581,New York Stock Exchange,NYSE,US,False
FBALX,Fidelity Balanced Fund,48574472176.0,Financial Services,Asset Management,1.06,30.08,0.391,0,NASDAQ,NASDAQ,US,True
FICO,Fair Isaac Corporation,48519169280.0,Technology,Software - Application,1.3519999999999999,1978.88,0.0,99448,New York Stock Exchange,NYSE,US,False
TIEIX,TIAA-CREF Equity Index Fund,48230150143.0,Financial Services,Asset Management,1.01,41.41,0.495,0,NASDAQ,NASDAQ,,True
CCI,Crown Castle Inc.,48187125000.0,Real Estate,REIT - Specialty,0.863,110.775,6.26,699897,New York Stock Exchange,NYSE,US,False
IFC.TO,Intact Financial Corporation,47671346280.0,Financial Services,Insurance - Property & Casualty,0.5750000000000001,267.27,4.84,130520,Toronto Stock Exchange,TSX,CA,False
MSCI,MSCI Inc.,47503813500.0,Financial Services,Financial - Data & Stock Exchanges,1.11,603.99,6.4,113329,New York Stock Exchange,NYSE,US,False
VIRSX,Vanguard Institutional Target Retirement 2040 Fund Institutional Shares,47412973550.0,Financial Services,Asset Management,1.32,30.89,0.0,0,NASDAQ,NASDAQ,US,True
LHX,"L3Harris Technologies, Inc.",47016487200.0,Industrials,Aerospace & Defense,0.731,247.84,4.64,224799,New York Stock Exchange,NYSE,US,False
OXY,Occidental Petroleum Corporation,46901762078.0,Energy,Oil & Gas Exploration & Production,1.5979999999999999,51.7899,0.88,5900474,New York Stock Exchange,NYSE,US,False
COR,Cencora,46729696050.0,Healthcare,Medical - Distribution,0.437,237.15,2.04,363158,New York Stock Exchange,NYSE,US,False
WCN,"Waste Connections, Inc.",46722759409.0,Industrials,Waste Management,0.718,181.07,1.1400000000000001,205388,New York Stock Exchange,NYSE,CA,False
PWR,"Quanta Services, Inc.",46720685547.0,Industrials,Engineering & Construction,1.011,317.1159,0.36,255111,New York Stock Exchange,NYSE,US,False
ALC,Alcon Inc.,46606984000.0,Healthcare,Medical - Instruments & Supplies,0.717,94.48,0.27,311247,New York Stock Exchange,NYSE,CH,False
OIEJX,JPMorgan Equity Income Fund Class R6,46569369600.0,Financial Services,Asset Management - Income,0.74,26.66,0.61136,0,NASDAQ,NASDAQ,US,True
HLIEX,JPMorgan Equity Income Fund I Class,46569369595.0,Financial Services,Asset Management - Income,0.74,26.65,0.43258,0,NASDAQ,NASDAQ,US,True
OIEIX,JPMorgan Equity Income A,46569369587.0,,,0.74,26.1,0.308,0,Nasdaq,NASDAQ,,True
MFEGX,MFS Growth Fund Class A,46535016422.0,Financial Services,Asset Management,1.1,201.7,0.0,0,NASDAQ,NASDAQ,,True
MFEKX,MFS Growth R6,46535016402.0,,,1.1,222.0,0.328,0,Nasdaq,NASDAQ,,True
MFEIX,MFS Growth Fund,46535016348.0,Financial Services,Asset Management,1.1,220.21,0.17500000000000002,0,NASDAQ,NASDAQ,,True
MFEJX,MFS Growth R4,46535016252.0,,,1.1,213.2,0.116,0,Nasdaq,NASDAQ,,True
BBV.BR,"Banco Bilbao Vizcaya Argentaria, S.A.",46530667622.0,Financial Services,Banks - Diversified,1.570779,7.8,0.43,274,Brussels,EURONEXT,ES,False
SPLG,SPDR Portfolio S&P 500 ETF,46459032011.0,Financial Services,Asset Management,1.0,68.566,0.86214,3625189,New York Stock Exchange Arca,AMEX,US,False
VWIGX,Vanguard International Growth Fund,46430822370.0,Financial Services,Asset Management,1.3,36.86,0.323,0,NASDAQ,NASDAQ,US,True
VWILX,Vanguard World Fund - Vanguard International Growth Fund,46430822285.0,Financial Services,Asset Management,1.3,117.3,1.125,0,NASDAQ,NASDAQ,US,True
TD-PFJ.TO,The Toronto-Dominion Bank NCUM 5Y PFD SR18,46394712050.0,,,0.0,25.22,0.0,13114,Toronto Stock Exchange,TSX,,False
SCHX,Schwab U.S. Large-Cap ETF,46209524090.0,Financial Services,Asset Management,1.01,23.005,0.8321000000000001,5665245,New York Stock Exchange Arca,AMEX,US,False
VWUSX,Vanguard U.S. Growth Fund,46169812958.0,Financial Services,Asset Management,1.24,71.63,0.159,0,NASDAQ,NASDAQ,US,True
VWUAX,Vanguard U.S. Growth Fund Admiral Shares,46169812917.0,Financial Services,Asset Management,1.24,185.7,0.539,0,NASDAQ,NASDAQ,US,True
CMI,Cummins Inc.,45878188480.0,Industrials,Industrial - Machinery,0.976,334.76,7.28,141901,New York Stock Exchange,NYSE,US,False
ENI.BR,Eni S.p.A.,45805080565.0,Energy,Oil & Gas Integrated,1.164053,13.692,0.899999999999999,29054,Brussels,EURONEXT,IT,False
BCS,Barclays PLC,45690251750.0,Financial Services,Banks - Diversified,1.363,12.595,0.36,5479616,New York Stock Exchange,NYSE,GB,False
SQ,"Block, Inc.",45576202163.0,Technology,Software - Infrastructure,2.492,74.03,0.0,2020253,New York Stock Exchange,NYSE,US,False
SLF.TO,Sun Life Financial Inc.,45512358400.0,Financial Services,Insurance - Diversified,0.9380000000000001,78.8,3.24,238505,Toronto Stock Exchange,TSX,CA,False
HLN,Haleon plc,45481289265.0,Healthcare,Drug Manufacturers - Specialty & Generic,0.187,9.9801,0.16,1524344,New York Stock Exchange,NYSE,GB,False
OAKIX,Oakmark International Fund Investor Class,45437669358.0,Financial Services,Asset Management,1.3,27.49,0.495,0,NASDAQ,NASDAQ,,True
MFC-PC.TO,Manulife Financial Corporation,45423461175.0,Financial Services,Insurance - Life,1.058,20.06,1.13,400,Toronto Stock Exchange,TSX,CA,False
PRH,"Prudential Financial, Inc. 5.95",45243506713.0,Financial Services,Insurance - Life,0.2943668,26.6,1.48776,6370,New York Stock Exchange,NYSE,US,False
VALE,Vale S.A.,45207534104.0,Basic Materials,Industrial Materials,0.909,10.585,1.78,13470967,New York Stock Exchange,NYSE,BR,False
RFGTX,American Funds 2040 Target Date Retirement Fund Class R-6,45177581568.0,Financial Services,Asset Management,1.16,21.69,0.329,0,NASDAQ,NASDAQ,,True
REGTX,American Funds 2040 Trgt Date Retire R5,45177581564.0,,,1.16,21.78,0.32,0,Nasdaq,NASDAQ,,True
RCKTX,American Funds 2040 Trgt Date Retire R3,45177581563.0,,,1.16,21.18,0.22,0,Nasdaq,NASDAQ,,True
AAGTX,American Funds 2040 Target Date Retirement Fund Class A,45177581555.0,Financial Services,Asset Management,1.16,21.5,0.271,0,NASDAQ,NASDAQ,,True
FAUTX,American Funds 2040 Target Date Retirement Fd Cl F-1,45177581553.0,Financial Services,Asset Management,1.16,21.32,0.266,0,NASDAQ,NASDAQ,,True
CHTR,"Charter Communications, Inc.",45156115350.0,Communication Services,Telecommunications Services,1.047,316.35,0.0,385720,NASDAQ Global Select,NASDAQ,US,False
